Causa - CID-BR-10,UF,Obitos
... 024 Malária,MG,7
... 025 Leishmaniose,MG,168
... 026 Doença de Chagas,MG,5526
... 027 Toxoplasmose,MG,29
. 028-030 Helmintíases,MG,484
... 028 Esquistossomose,MG,413
... 029 Cisticercose,MG,51
... 030 Restante de helmintíases,MG,20
. 031 Restante algumas doenç infec e parasitárias,MG,68083
032-052 NEOPLASIAS,MG,153672
". 032 Neopl malig do lábio, cav oral e faringe",MG,6108
. 033 Neoplasia maligna do esôfago,MG,7867
. 034 Neoplasia maligna do estômago,MG,8830
". 035 Neoplasia maligna do cólon,reto e ânus",MG,13415
. 036 Neopl malig do fígado e vias bil intrahepát,MG,6118
. 037 Neoplasia maligna do pâncreas,MG,7438
. 038 Neoplasia maligna da laringe,MG,3009
". 039 Neopl malig da traquéia,brônquios e pulmões",MG,16962
. 040 Neoplasia maligna da pele,MG,940
. 041 Neoplasia maligna da mama,MG,10713
. 042 Neoplasia maligna do colo do útero,MG,2771
. 043 Neopl malig de corpo e partes n/esp útero,MG,2524
. 044 Neoplasia maligna do ovário,MG,2478
. 045 Neoplasia maligna da próstata,MG,10125
. 046 Neoplasia maligna da bexiga,MG,3163
". 047 Neopl malig mening,encéf e out partes SNC",MG,5863
. 048 Linfoma não-Hodgkin,MG,2694
. 049 Mieloma mult e neopl malig de plasmócitos,MG,2788
. 050 Leucemia,MG,4369
". 051 Neoplasias in situ, benig, comport incert",MG,4074
. 052 Restante de neoplasias malignas,MG,31423
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,MG,5233
. 053 Anemias,MG,3412
". 054 Rest d sangue, org hemat e alg transt imunit",MG,1821
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",MG,52888
. 055 Diabetes mellitus,MG,40494
. 056 Desnutrição,MG,3454
". 057 Rest doenças endócr, nutricion e metabólicas",MG,8940
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,MG,17677
. 058 Transt ment e comport uso subst psicoativas,MG,10860
... 058.1 Trans ment e comport devid uso álcool,MG,7906
. 059 Rest transtornos mentais e comportamentais,MG,6817
060-063 DOENÇAS DO SISTEMA NERVOSO,MG,36333
. 060 Meningite,MG,455
. 061 Doença de Alzheimer,MG,19436
. 062 Epilepsia,MG,4038
. 063 Restante das doenças do sistema nervoso,MG,12404
064 DOENÇAS DOS OLHOS E ANEXOS,MG,18
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,MG,171
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,MG,222692
. 066 Febre reumát aguda e doen reum crôn coração,MG,1825
. 067 Doenças hipertensivas,MG,46524
. 068 Doenças isquêmicas do coração,MG,50505
... 068.1 Infarto agudo do miocárdio,MG,40684
. 069 Outras doenças cardíacas,MG,53241
. 070 Doenças cerebrovasculares,MG,59699
. 071 Aterosclerose,MG,228
. 072 Rest doenças do aparelho circulatório,MG,10670
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,MG,110808
. 073 Influenza (gripe),MG,608
. 074 Pneumonia,MG,53590
. 075 Out infec agudas das vias aéreas inferiores,MG,520
... 075.1 Bronquiolite,MG,211
. 076 Doenças crônicas das vias aéreas inferiores,MG,33992
... 076.1 Asma,MG,1890
. 077 Restante  doenças do aparelho respiratório,MG,22098
078-082 DOENÇAS DO APARELHO DIGESTIVO,MG,46049
". 078 Úlcera gástrica, duodenal e péptica",MG,2054
. 079 Peritonite,MG,1712
. 080 Doenças do fígado,MG,16541
... 080.1 Doença alcoólica do fígado,MG,6323
... 080.2 Fibrose e cirrose do fígado,MG,6862
... 080.3 Outras doenças do fígado,MG,3356
. 081 Colecistite,MG,1221
. 082 Rest doenças do aparelho digestivo,MG,24521
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,MG,5194
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,MG,5171
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,MG,36532
. 085 D glomerulares e d renais túbulo-interstic,MG,5171
. 086 Insuficiência renal,MG,11882
. 087 Rest doenças do aparelho geniturinário,MG,19479
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",MG,881
. 088 Gravidez que termina em aborto,MG,49
. 089 Outras causas obstétricas diretas,MG,446
. 090 Causas obstétricas indiretas,MG,272
. 091 Causa obstétrica não espec direta/indireta,MG,29
. 092 Causas maternas tardias e sequelas,MG,85
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,MG,9339
. 093 Feto e recemnasc afet fat mat e compl grav,MG,2504
. 094 Transt relac duração gestação e cresc fetal,MG,783
. 095 Traumatismo de parto,MG,28
. 096 Trans resp e cardiovas espec per perinatal,MG,3111
. 097 Rest afec originadas no período perinatal,MG,2913
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",MG,5601
. 098 Malformações congênitas do sistema nervoso,MG,772
. 099 Malf congênitas do aparelho circulatório,MG,2141
". 100 Rest de malf cong, deform e anomal Cromoss",MG,2688
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",MG,63623
. 101 Senilidade,MG,2393
. 102 Morte sem assistência médica,MG,3892
". 103 Rest sint, sin e ach anorm clín e laborat",MG,57338
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,MG,83455
. 104 Acidentes de transporte,MG,20057
. 105 Quedas,MG,12343
. 106 Afogamento e submersões acidentais,MG,2584
". 107 Exposição à fumaça, ao fogo e às chamas",MG,485
". 108 Envenen, intoxic por ou expos a subst nociv",MG,537
. 109 Lesões autoprovocadas voluntariamente,MG,11042
. 110 Agressões,MG,16191
. 111 Eventos(fatos) cuja intenção é indeterminada,MG,12339
. 112 Intervenções legais e operações de guerra,MG,98
. 113 Todas as outras causas externas,MG,7779
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,ES,18551
. 001 Doenças infecciosas intestinais,ES,451
... 003 Diarréia e gastroenterite orig infec pres,ES,380
... 004 Outras doenças infecciosas intestinais,ES,71
..... 004.1 Febres tifóide e paratifóide,ES,0
. 005-006 Tuberculose,ES,673
... 005 Tuberculose respiratória,ES,610
... 006 Outras tuberculoses,ES,63
. 007-015 Outras doenças bacterianas,ES,1226
... 008 Leptospirose,ES,16
... 009 Hanseníase,ES,23
... 010 Tétano,ES,6
..... 010.1 Tétano neonatal,ES,0
..... 010.3 Tétano acidental,ES,6
... 011 Difteria,ES,0
... 012 Coqueluche,ES,1
... 013 Infecção meningocócica,ES,18
... 014 Septicemia,ES,691
... 015 Infecções com transmissão predom sexual,ES,23
. 016-023 Doenças virais,ES,1805
... 017 Raiva,ES,0
... 018 Dengue,ES,95
... 019 Febre amarela,ES,1
... 020 Out febres p/arbovírus e febr hemor virais,ES,148
... 021 Sarampo,ES,0
... 022 Hepatite viral,ES,175
... 023 Doen p/vírus da imunodefic humana (HIV),ES,1320
. 024-027 Doenças transmitidas por protozoários,ES,46
... 024 Malária,ES,1
... 025 Leishmaniose,ES,1
... 026 Doença de Chagas,ES,35
... 027 Toxoplasmose,ES,4
. 028-030 Helmintíases,ES,64
... 028 Esquistossomose,ES,47
... 029 Cisticercose,ES,14
... 030 Restante de helmintíases,ES,3
. 031 Restante algumas doenç infec e parasitárias,ES,14286
032-052 NEOPLASIAS,ES,29058
". 032 Neopl malig do lábio, cav oral e faringe",ES,1505
. 033 Neoplasia maligna do esôfago,ES,1587
. 034 Neoplasia maligna do estômago,ES,1873
". 035 Neoplasia maligna do cólon,reto e ânus",ES,2697
. 036 Neopl malig do fígado e vias bil intrahepát,ES,1167
. 037 Neoplasia maligna do pâncreas,ES,1413
. 038 Neoplasia maligna da laringe,ES,625
". 039 Neopl malig da traquéia,brônquios e pulmões",ES,3218
. 040 Neoplasia maligna da pele,ES,241
. 041 Neoplasia maligna da mama,ES,2214
. 042 Neoplasia maligna do colo do útero,ES,976
. 043 Neopl malig de corpo e partes n/esp útero,ES,411
. 044 Neoplasia maligna do ovário,ES,426
. 045 Neoplasia maligna da próstata,ES,2023
. 046 Neoplasia maligna da bexiga,ES,625
". 047 Neopl malig mening,encéf e out partes SNC",ES,1195
. 048 Linfoma não-Hodgkin,ES,553
. 049 Mieloma mult e neopl malig de plasmócitos,ES,501
. 050 Leucemia,ES,855
". 051 Neoplasias in situ, benig, comport incert",ES,558
. 052 Restante de neoplasias malignas,ES,4395
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,ES,577
. 053 Anemias,ES,317
". 054 Rest d sangue, org hemat e alg transt imunit",ES,260
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",ES,11866
. 055 Diabetes mellitus,ES,9842
. 056 Desnutrição,ES,485
". 057 Rest doenças endócr, nutricion e metabólicas",ES,1539
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,ES,1819
. 058 Transt ment e comport uso subst psicoativas,ES,1595
... 058.1 Trans ment e comport devid uso álcool,ES,1369
. 059 Rest transtornos mentais e comportamentais,ES,224
060-063 DOENÇAS DO SISTEMA NERVOSO,ES,8381
. 060 Meningite,ES,97
. 061 Doença de Alzheimer,ES,4879
. 062 Epilepsia,ES,555
. 063 Restante das doenças do sistema nervoso,ES,2850
064 DOENÇAS DOS OLHOS E ANEXOS,ES,5
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,ES,43
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,ES,44441
. 066 Febre reumát aguda e doen reum crôn coração,ES,346
. 067 Doenças hipertensivas,ES,9209
. 068 Doenças isquêmicas do coração,ES,15562
... 068.1 Infarto agudo do miocárdio,ES,12286
. 069 Outras doenças cardíacas,ES,5015
. 070 Doenças cerebrovasculares,ES,11844
. 071 Aterosclerose,ES,174
. 072 Rest doenças do aparelho circulatório,ES,2291
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,ES,13358
. 073 Influenza (gripe),ES,245
. 074 Pneumonia,ES,5443
. 075 Out infec agudas das vias aéreas inferiores,ES,86
... 075.1 Bronquiolite,ES,51
. 076 Doenças crônicas das vias aéreas inferiores,ES,6045
... 076.1 Asma,ES,466
. 077 Restante  doenças do aparelho respiratório,ES,1539
078-082 DOENÇAS DO APARELHO DIGESTIVO,ES,7674
". 078 Úlcera gástrica, duodenal e péptica",ES,675
. 079 Peritonite,ES,165
. 080 Doenças do fígado,ES,3107
... 080.1 Doença alcoólica do fígado,ES,1516
... 080.2 Fibrose e cirrose do fígado,ES,1104
... 080.3 Outras doenças do fígado,ES,487
. 081 Colecistite,ES,254
. 082 Rest doenças do aparelho digestivo,ES,3473
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,ES,976
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,ES,881
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,ES,6082
. 085 D glomerulares e d renais túbulo-interstic,ES,414
. 086 Insuficiência renal,ES,1869
. 087 Rest doenças do aparelho geniturinário,ES,3799
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",ES,235
. 088 Gravidez que termina em aborto,ES,8
. 089 Outras causas obstétricas diretas,ES,85
. 090 Causas obstétricas indiretas,ES,92
. 091 Causa obstétrica não espec direta/indireta,ES,3
. 092 Causas maternas tardias e sequelas,ES,47
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,ES,1899
. 093 Feto e recemnasc afet fat mat e compl grav,ES,643
. 094 Transt relac duração gestação e cresc fetal,ES,111
. 095 Traumatismo de parto,ES,2
. 096 Trans resp e cardiovas espec per perinatal,ES,593
. 097 Rest afec originadas no período perinatal,ES,550
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",ES,1394
. 098 Malformações congênitas do sistema nervoso,ES,213
. 099 Malf congênitas do aparelho circulatório,ES,489
". 100 Rest de malf cong, deform e anomal Cromoss",ES,692
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",ES,1366
. 101 Senilidade,ES,225
. 102 Morte sem assistência médica,ES,28
". 103 Rest sint, sin e ach anorm clín e laborat",ES,1113
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,ES,22667
. 104 Acidentes de transporte,ES,5006
. 105 Quedas,ES,3538
. 106 Afogamento e submersões acidentais,ES,851
". 107 Exposição à fumaça, ao fogo e às chamas",ES,129
". 108 Envenen, intoxic por ou expos a subst nociv",ES,207
. 109 Lesões autoprovocadas voluntariamente,ES,1679
. 110 Agressões,ES,6997
. 111 Eventos(fatos) cuja intenção é indeterminada,ES,1634
. 112 Intervenções legais e operações de guerra,ES,36
. 113 Todas as outras causas externas,ES,2590
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,RJ,127087
. 001 Doenças infecciosas intestinais,RJ,1621
... 003 Diarréia e gastroenterite orig infec pres,RJ,1343
... 004 Outras doenças infecciosas intestinais,RJ,278
..... 004.1 Febres tifóide e paratifóide,RJ,0
. 005-006 Tuberculose,RJ,4735
... 005 Tuberculose respiratória,RJ,4427
... 006 Outras tuberculoses,RJ,308
. 007-015 Outras doenças bacterianas,RJ,29580
... 008 Leptospirose,RJ,213
... 009 Hanseníase,RJ,45
... 010 Tétano,RJ,13
..... 010.1 Tétano neonatal,RJ,0
..... 010.3 Tétano acidental,RJ,13
... 011 Difteria,RJ,2
... 012 Coqueluche,RJ,4
... 013 Infecção meningocócica,RJ,72
... 014 Septicemia,RJ,27038
... 015 Infecções com transmissão predom sexual,RJ,276
. 016-023 Doenças virais,RJ,9925
... 017 Raiva,RJ,0
... 018 Dengue,RJ,248
... 019 Febre amarela,RJ,0
... 020 Out febres p/arbovírus e febr hemor virais,RJ,227
... 021 Sarampo,RJ,1
... 022 Hepatite viral,RJ,1010
... 023 Doen p/vírus da imunodefic humana (HIV),RJ,8109
. 024-027 Doenças transmitidas por protozoários,RJ,327
... 024 Malária,RJ,4
... 025 Leishmaniose,RJ,10
... 026 Doença de Chagas,RJ,169
... 027 Toxoplasmose,RJ,75
. 028-030 Helmintíases,RJ,71
... 028 Esquistossomose,RJ,35
... 029 Cisticercose,RJ,11
... 030 Restante de helmintíases,RJ,25
. 031 Restante algumas doenç infec e parasitárias,RJ,80828
032-052 NEOPLASIAS,RJ,137717
". 032 Neopl malig do lábio, cav oral e faringe",RJ,3988
. 033 Neoplasia maligna do esôfago,RJ,3415
. 034 Neoplasia maligna do estômago,RJ,6776
". 035 Neoplasia maligna do cólon,reto e ânus",RJ,15770
. 036 Neopl malig do fígado e vias bil intrahepát,RJ,5042
. 037 Neoplasia maligna do pâncreas,RJ,7592
. 038 Neoplasia maligna da laringe,RJ,2003
". 039 Neopl malig da traquéia,brônquios e pulmões",RJ,16348
. 040 Neoplasia maligna da pele,RJ,727
. 041 Neoplasia maligna da mama,RJ,14111
. 042 Neoplasia maligna do colo do útero,RJ,3372
. 043 Neopl malig de corpo e partes n/esp útero,RJ,3498
. 044 Neoplasia maligna do ovário,RJ,2476
. 045 Neoplasia maligna da próstata,RJ,9298
. 046 Neoplasia maligna da bexiga,RJ,3219
". 047 Neopl malig mening,encéf e out partes SNC",RJ,5106
. 048 Linfoma não-Hodgkin,RJ,2408
. 049 Mieloma mult e neopl malig de plasmócitos,RJ,1994
. 050 Leucemia,RJ,3363
". 051 Neoplasias in situ, benig, comport incert",RJ,2418
. 052 Restante de neoplasias malignas,RJ,24793
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,RJ,5735
. 053 Anemias,RJ,4309
". 054 Rest d sangue, org hemat e alg transt imunit",RJ,1426
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",RJ,50469
. 055 Diabetes mellitus,RJ,41511
. 056 Desnutrição,RJ,1596
". 057 Rest doenças endócr, nutricion e metabólicas",RJ,7362
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,RJ,7577
. 058 Transt ment e comport uso subst psicoativas,RJ,3774
... 058.1 Trans ment e comport devid uso álcool,RJ,2392
. 059 Rest transtornos mentais e comportamentais,RJ,3803
060-063 DOENÇAS DO SISTEMA NERVOSO,RJ,24669
. 060 Meningite,RJ,357
. 061 Doença de Alzheimer,RJ,13770
. 062 Epilepsia,RJ,1717
. 063 Restante das doenças do sistema nervoso,RJ,8825
064 DOENÇAS DOS OLHOS E ANEXOS,RJ,17
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,RJ,160
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,RJ,229589
. 066 Febre reumát aguda e doen reum crôn coração,RJ,918
. 067 Doenças hipertensivas,RJ,44913
. 068 Doenças isquêmicas do coração,RJ,68034
... 068.1 Infarto agudo do miocárdio,RJ,59309
. 069 Outras doenças cardíacas,RJ,47168
. 070 Doenças cerebrovasculares,RJ,58861
. 071 Aterosclerose,RJ,203
. 072 Rest doenças do aparelho circulatório,RJ,9492
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,RJ,103141
. 073 Influenza (gripe),RJ,690
. 074 Pneumonia,RJ,62717
. 075 Out infec agudas das vias aéreas inferiores,RJ,515
... 075.1 Bronquiolite,RJ,359
. 076 Doenças crônicas das vias aéreas inferiores,RJ,19981
... 076.1 Asma,RJ,1440
. 077 Restante  doenças do aparelho respiratório,RJ,19238
078-082 DOENÇAS DO APARELHO DIGESTIVO,RJ,35912
". 078 Úlcera gástrica, duodenal e péptica",RJ,2157
. 079 Peritonite,RJ,796
. 080 Doenças do fígado,RJ,9828
... 080.1 Doença alcoólica do fígado,RJ,2034
... 080.2 Fibrose e cirrose do fígado,RJ,4801
... 080.3 Outras doenças do fígado,RJ,2993
. 081 Colecistite,RJ,1056
. 082 Rest doenças do aparelho digestivo,RJ,22075
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,RJ,7215
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,RJ,3859
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,RJ,43347
. 085 D glomerulares e d renais túbulo-interstic,RJ,4879
. 086 Insuficiência renal,RJ,11279
. 087 Rest doenças do aparelho geniturinário,RJ,27189
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",RJ,1267
. 088 Gravidez que termina em aborto,RJ,82
. 089 Outras causas obstétricas diretas,RJ,379
. 090 Causas obstétricas indiretas,RJ,519
. 091 Causa obstétrica não espec direta/indireta,RJ,32
. 092 Causas maternas tardias e sequelas,RJ,255
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,RJ,7987
. 093 Feto e recemnasc afet fat mat e compl grav,RJ,2466
. 094 Transt relac duração gestação e cresc fetal,RJ,481
. 095 Traumatismo de parto,RJ,4
. 096 Trans resp e cardiovas espec per perinatal,RJ,2666
. 097 Rest afec originadas no período perinatal,RJ,2370
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",RJ,4150
. 098 Malformações congênitas do sistema nervoso,RJ,576
. 099 Malf congênitas do aparelho circulatório,RJ,1533
". 100 Rest de malf cong, deform e anomal Cromoss",RJ,2041
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",RJ,80586
. 101 Senilidade,RJ,3281
. 102 Morte sem assistência médica,RJ,100
". 103 Rest sint, sin e ach anorm clín e laborat",RJ,77205
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,RJ,78113
. 104 Acidentes de transporte,RJ,10434
. 105 Quedas,RJ,6996
. 106 Afogamento e submersões acidentais,RJ,1619
". 107 Exposição à fumaça, ao fogo e às chamas",RJ,910
". 108 Envenen, intoxic por ou expos a subst nociv",RJ,1344
. 109 Lesões autoprovocadas voluntariamente,RJ,4681
. 110 Agressões,RJ,22069
. 111 Eventos(fatos) cuja intenção é indeterminada,RJ,14279
. 112 Intervenções legais e operações de guerra,RJ,2600
. 113 Todas as outras causas externas,RJ,13181
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,SP,256637
. 001 Doenças infecciosas intestinais,SP,6415
... 003 Diarréia e gastroenterite orig infec pres,SP,4596
... 004 Outras doenças infecciosas intestinais,SP,1819
..... 004.1 Febres tifóide e paratifóide,SP,0
. 005-006 Tuberculose,SP,6859
... 005 Tuberculose respiratória,SP,6115
... 006 Outras tuberculoses,SP,744
. 007-015 Outras doenças bacterianas,SP,34140
... 008 Leptospirose,SP,387
... 009 Hanseníase,SP,45
... 010 Tétano,SP,27
..... 010.1 Tétano neonatal,SP,0
..... 010.3 Tétano acidental,SP,27
... 011 Difteria,SP,1
... 012 Coqueluche,SP,4
... 013 Infecção meningocócica,SP,237
... 014 Septicemia,SP,28428
... 015 Infecções com transmissão predom sexual,SP,292
. 016-023 Doenças virais,SP,18426
... 017 Raiva,SP,0
... 018 Dengue,SP,2407
... 019 Febre amarela,SP,14
... 020 Out febres p/arbovírus e febr hemor virais,SP,1033
... 021 Sarampo,SP,10
... 022 Hepatite viral,SP,2806
... 023 Doen p/vírus da imunodefic humana (HIV),SP,11097
. 024-027 Doenças transmitidas por protozoários,SP,5654
... 024 Malária,SP,17
... 025 Leishmaniose,SP,78
... 026 Doença de Chagas,SP,5398
... 027 Toxoplasmose,SP,65
. 028-030 Helmintíases,SP,439
... 028 Esquistossomose,SP,342
... 029 Cisticercose,SP,63
... 030 Restante de helmintíases,SP,34
. 031 Restante algumas doenç infec e parasitárias,SP,184704
032-052 NEOPLASIAS,SP,364999
". 032 Neopl malig do lábio, cav oral e faringe",SP,12141
. 033 Neoplasia maligna do esôfago,SP,10302
. 034 Neoplasia maligna do estômago,SP,21019
". 035 Neoplasia maligna do cólon,reto e ânus",SP,40757
. 036 Neopl malig do fígado e vias bil intrahepát,SP,16772
. 037 Neoplasia maligna do pâncreas,SP,21451
. 038 Neoplasia maligna da laringe,SP,7130
". 039 Neopl malig da traquéia,brônquios e pulmões",SP,44660
. 040 Neoplasia maligna da pele,SP,3184
. 041 Neoplasia maligna da mama,SP,29542
. 042 Neoplasia maligna do colo do útero,SP,6556
. 043 Neopl malig de corpo e partes n/esp útero,SP,6312
. 044 Neoplasia maligna do ovário,SP,6616
. 045 Neoplasia maligna da próstata,SP,20539
. 046 Neoplasia maligna da bexiga,SP,8599
". 047 Neopl malig mening,encéf e out partes SNC",SP,14727
. 048 Linfoma não-Hodgkin,SP,7125
. 049 Mieloma mult e neopl malig de plasmócitos,SP,6092
. 050 Leucemia,SP,10836
". 051 Neoplasias in situ, benig, comport incert",SP,7618
. 052 Restante de neoplasias malignas,SP,63021
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,SP,8737
. 053 Anemias,SP,5068
". 054 Rest d sangue, org hemat e alg transt imunit",SP,3669
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",SP,105011
. 055 Diabetes mellitus,SP,81597
. 056 Desnutrição,SP,4541
". 057 Rest doenças endócr, nutricion e metabólicas",SP,18873
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,SP,20426
. 058 Transt ment e comport uso subst psicoativas,SP,8772
... 058.1 Trans ment e comport devid uso álcool,SP,5750
. 059 Rest transtornos mentais e comportamentais,SP,11654
060-063 DOENÇAS DO SISTEMA NERVOSO,SP,77231
. 060 Meningite,SP,1697
. 061 Doença de Alzheimer,SP,42967
. 062 Epilepsia,SP,4553
. 063 Restante das doenças do sistema nervoso,SP,28014
064 DOENÇAS DOS OLHOS E ANEXOS,SP,26
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,SP,337
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,SP,561475
. 066 Febre reumát aguda e doen reum crôn coração,SP,2752
. 067 Doenças hipertensivas,SP,65952
. 068 Doenças isquêmicas do coração,SP,191038
... 068.1 Infarto agudo do miocárdio,SP,149170
. 069 Outras doenças cardíacas,SP,133123
. 070 Doenças cerebrovasculares,SP,133524
. 071 Aterosclerose,SP,2168
. 072 Rest doenças do aparelho circulatório,SP,32918
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,SP,252366
. 073 Influenza (gripe),SP,2418
. 074 Pneumonia,SP,130603
. 075 Out infec agudas das vias aéreas inferiores,SP,1179
... 075.1 Bronquiolite,SP,580
. 076 Doenças crônicas das vias aéreas inferiores,SP,65684
... 076.1 Asma,SP,3074
. 077 Restante  doenças do aparelho respiratório,SP,52482
078-082 DOENÇAS DO APARELHO DIGESTIVO,SP,109451
". 078 Úlcera gástrica, duodenal e péptica",SP,7246
. 079 Peritonite,SP,2536
. 080 Doenças do fígado,SP,41025
... 080.1 Doença alcoólica do fígado,SP,14529
... 080.2 Fibrose e cirrose do fígado,SP,16535
... 080.3 Outras doenças do fígado,SP,9961
. 081 Colecistite,SP,2899
. 082 Rest doenças do aparelho digestivo,SP,55745
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,SP,13202
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,SP,10089
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,SP,87522
. 085 D glomerulares e d renais túbulo-interstic,SP,9580
. 086 Insuficiência renal,SP,22374
. 087 Rest doenças do aparelho geniturinário,SP,55568
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",SP,1934
. 088 Gravidez que termina em aborto,SP,113
. 089 Outras causas obstétricas diretas,SP,747
. 090 Causas obstétricas indiretas,SP,776
. 091 Causa obstétrica não espec direta/indireta,SP,65
. 092 Causas maternas tardias e sequelas,SP,233
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,SP,19942
. 093 Feto e recemnasc afet fat mat e compl grav,SP,7045
. 094 Transt relac duração gestação e cresc fetal,SP,1329
. 095 Traumatismo de parto,SP,31
. 096 Trans resp e cardiovas espec per perinatal,SP,5658
. 097 Rest afec originadas no período perinatal,SP,5879
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",SP,12132
. 098 Malformações congênitas do sistema nervoso,SP,1536
. 099 Malf congênitas do aparelho circulatório,SP,4638
". 100 Rest de malf cong, deform e anomal Cromoss",SP,5958
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",SP,93622
. 101 Senilidade,SP,5222
. 102 Morte sem assistência médica,SP,18676
". 103 Rest sint, sin e ach anorm clín e laborat",SP,69724
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,SP,140450
. 104 Acidentes de transporte,SP,30680
. 105 Quedas,SP,22270
. 106 Afogamento e submersões acidentais,SP,3749
". 107 Exposição à fumaça, ao fogo e às chamas",SP,1097
". 108 Envenen, intoxic por ou expos a subst nociv",SP,837
. 109 Lesões autoprovocadas voluntariamente,SP,15713
. 110 Agressões,SP,18095
. 111 Eventos(fatos) cuja intenção é indeterminada,SP,28336
. 112 Intervenções legais e operações de guerra,SP,786
. 113 Todas as outras causas externas,SP,18887
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,PR,63409
. 001 Doenças infecciosas intestinais,PR,1682
... 003 Diarréia e gastroenterite orig infec pres,PR,1182
... 004 Outras doenças infecciosas intestinais,PR,500
..... 004.1 Febres tifóide e paratifóide,PR,0
. 005-006 Tuberculose,PR,1058
... 005 Tuberculose respiratória,PR,946
... 006 Outras tuberculoses,PR,112
. 007-015 Outras doenças bacterianas,PR,5986
... 008 Leptospirose,PR,165
... 009 Hanseníase,PR,32
... 010 Tétano,PR,31
..... 010.1 Tétano neonatal,PR,0
..... 010.3 Tétano acidental,PR,31
... 011 Difteria,PR,0
... 012 Coqueluche,PR,7
... 013 Infecção meningocócica,PR,25
... 014 Septicemia,PR,5040
... 015 Infecções com transmissão predom sexual,PR,65
. 016-023 Doenças virais,PR,5278
... 017 Raiva,PR,0
... 018 Dengue,PR,996
... 019 Febre amarela,PR,2
